roundness,aspect_ratio,narrow_factor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,mean_R,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.22265,1.3291,1.115,0.18172,0.002534,0.000125,0.000001,0,0,92.739,0.37457,17.269,15.896,4.6838,-0.47399,-0.85343,18.264,412.94,0.1299,0.98845,0.28781,0.93723,2
0.19925,1.2758,1.1384,0.18652,0.001985,0.000202,0.000001,0,0,80.147,0.27298,16.263,14.799,3.9162,-0.54685,-0.67476,19.63,470.51,0.088177,0.99279,0.33946,0.95872,2
0.22737,1.1135,1.1813,0.18299,0.000384,0.000438,0.000002,0,0,77.927,0.1378,16.043,14.683,2.8369,-0.53584,-0.60725,28.833,1018.3,0.087931,0.99322,0.3444,0.95968,2
0.18419,1.4231,1.1021,0.18784,0.004052,0.000019,0.000002,0,0,98.72,1.5251,16.707,15.684,7.5909,-0.48284,-1.0447,7.5156,76.448,0.11922,0.989,0.28497,0.94259,2
0.2229,1.173,1.1903,0.17934,0.000805,0.000305,0.000006,0,0,92.184,0.42888,16.261,15.161,4.9902,-0.43108,-0.79828,15.496,289.54,0.11329,0.98968,0.29497,0.9462,2
0.19588,1.3387,1.1479,0.19128,0.002945,0.000229,0.000001,0,0,87.369,0.47494,17.853,16.277,5.1392,-0.35619,-0.6606,15.158,281.6,0.10297,0.99135,0.31969,0.9513,2
0.24418,1.0827,1.2388,0.18948,0.000226,0.000317,0.000001,0,0,92.568,1.4854,13.433,13.288,7.2331,-0.45137,-0.77586,7.7667,85.283,0.10207,0.99105,0.32796,0.95267,2
0.22297,1.165,1.2589,0.18231,0.000763,0.000237,0.000002,0,0,76.374,2.2338,15.624,15.035,8.3319,0.48708,0.14051,6.0621,51.163,0.11071,0.99192,0.32599,0.94666,2
0.30688,1.1444,1.2175,0.17502,0.000551,0.000182,0.000001,0,0,80.686,0.46232,17.718,16.395,4.3696,-0.36988,-0.52779,14.646,273.72,0.080808,0.99358,0.32719,0.96044,2
0.28617,1.1339,1.1585,0.17915,0.000502,0.000872,0.000001,0,0,84.907,21.451,11.698,13.282,15.849,0.061424,0.051356,0.5326,3.1204,0.062874,0.99507,0.35466,0.96981,2
0.33175,1.259,1.1523,0.18198,0.001696,0.000191,0,0,0,77.628,0.60546,15.212,15.956,4.5853,0.080948,-0.16424,12.014,192.79,0.090515,0.99326,0.30335,0.95589,2
0.26515,1.1093,1.1856,0.17846,0.00034,0.000071,0.000004,0,0,64.225,1.1046,13.231,14.639,5.7485,0.45869,0.35513,8.0997,88.441,0.099267,0.99387,0.32034,0.95326,2
0.3316,1.1264,1.1362,0.18091,0.000459,0.000163,0.000007,0,0,78.756,0.23247,15.579,17.034,3.7029,0.1679,-0.16766,20.658,495.27,0.10275,0.99192,0.28562,0.95049,2
0.26766,1.1625,1.2207,0.17606,0.000692,0.000069,0,0,0,71.169,1.4047,13.819,14.727,6.7752,0.33787,0.11474,7.685,80.996,0.14249,0.98992,0.24982,0.93102,2
0.30609,1.1525,1.2576,0.17765,0.000628,0.000177,0,0,0,61.293,0.70189,14.138,15.911,4.723,0.29301,0.090576,10.49,149.98,0.10104,0.99387,0.32316,0.95191,2
0.22699,1.1328,1.2236,0.18034,0.0005,0.000043,0.000003,0,0,74.721,3.8776,12.442,14.363,9.8066,0.49208,0.18686,4.0223,24.404,0.12441,0.99149,0.27185,0.94055,2
0.22844,1.2971,1.1919,0.18567,0.002231,0.000106,0.000001,0,0,71.829,5.6045,14.133,15.306,12.329,0.27976,0.17712,3.6732,22.295,0.11578,0.99218,0.28586,0.94497,2
0.33147,1.1537,1.2114,0.17515,0.000619,0.00022,0.000006,0,0,67.179,2.2314,14.104,14.459,7.1868,0.12568,0.018265,5.5406,46.978,0.12422,0.9919,0.29203,0.9397,2
0.28923,1.2052,1.1286,0.17377,0.001028,0.000181,0.000001,0,0,74.683,1.4792,13.01,13.888,7.3038,0.37339,0.11633,7.5644,77.013,0.1445,0.98983,0.25364,0.93114,2
0.23053,1.1907,1.1856,0.18041,0.000972,0.000294,0.000007,0,0,69.725,2.0654,13.011,15.02,7.7823,0.37179,0.14699,6.0067,51.701,0.11127,0.99288,0.30548,0.94694,2
0.26074,1.1231,1.2016,0.17712,0.000419,0.000054,0.000001,0,0,69.611,5.3588,12.27,14.011,10.983,0.36648,0.12661,3.0426,15.552,0.12469,0.9917,0.27033,0.94047,2
0.35668,2.1768,1.1167,0.21203,0.019082,0.000003,0,0,0,78.78,0.55923,22.838,20.356,5.1015,0.00572,0.000497,13.62,243.48,0.16161,0.98615,0.22516,0.92339,3
0.35807,1.8396,1.117,0.19129,0.010821,0.000004,0,0,0,86.37,12.743,18.243,18.707,18.39,-0.0222,-0.27293,1.5328,5.1467,0.12954,0.98869,0.25575,0.93847,3
0.43486,1.7906,1.099,0.1881,0.009734,0.000014,0.000003,0,0,80.523,9.3422,17.238,17.137,16.108,-0.060487,-0.094766,1.9126,6.4508,0.13218,0.98844,0.25678,0.93686,3
0.34166,2.1828,1.1428,0.21469,0.019657,0.000114,0.000014,0,0,72.911,2.3148,17.911,17.19,9.4193,0.32995,0.35524,5.4504,39.563,0.16268,0.98768,0.22817,0.92456,3
0.37713,2.2229,1.1227,0.21686,0.020696,0.000113,0.000024,0,0.000003,77.016,2.6792,25.483,24.136,10.855,0.17682,0.17502,4.8301,28.829,0.20367,0.98296,0.18115,0.90396,3
0.37657,1.8671,1.1284,0.19402,0.01156,0.00004,0.000008,0,0.000001,79.037,6.3456,18.798,18.443,14.929,0.2502,0.1916,3.024,13.646,0.15108,0.98697,0.24326,0.92927,3
0.4147,1.9211,1.1127,0.1963,0.012678,0.000069,0.000011,0,0.000001,77.593,6.7713,18.62,18.574,14.619,-0.13168,-0.19632,2.4687,9.227,0.13877,0.98893,0.23925,0.93436,3
0.4561,1.7578,1.0877,0.18636,0.009068,0.000021,0.000001,0,0,86.567,18.343,17.984,17.181,21.856,-0.29633,-0.26833,0.99871,3.0327,0.13679,0.98674,0.25678,0.93565,3
0.44174,2.1784,1.0551,0.21124,0.018964,0.000041,0.000009,0,0.000001,85.453,2.8144,23.815,21.527,11.285,0.21493,0.18183,5.0177,32.638,0.20817,0.97849,0.19301,0.90096,3
0.40609,1.9927,1.1352,0.20055,0.014367,0.000011,0.000003,0,0,78.146,1.9209,17.039,17.027,8.5182,0.14413,0.057249,6.5576,60.46,0.15744,0.98735,0.24276,0.92747,3
0.3551,2.1978,1.1365,0.21579,0.020098,0.00015,0.000024,0,0.000002,76.487,2.7525,24.557,21.829,11.535,0.20909,0.22387,5.3735,37.07,0.20153,0.98319,0.19837,0.90693,3
0.37446,2.5582,1.1322,0.23894,0.030834,0.000062,0.000017,0,0.000002,71.426,4.0657,21.325,20.838,13.051,0.49415,0.38896,3.8213,18.888,0.20278,0.985,0.21189,0.90928,3
0.39242,1.8664,1.1379,0.19314,0.011445,0.000041,0.000007,0,0.000001,71.963,1.0731,20.072,18.557,6.6877,0.017578,0.11454,8.7722,101.04,0.14814,0.98857,0.23152,0.92985,3
0.39426,1.9183,1.1493,0.19756,0.012799,0.000202,0.000025,0,0.000002,73.084,3.1547,18.187,18.658,10.784,0.33286,0.26463,4.4476,26.894,0.15977,0.98832,0.22888,0.92496,3
0.42806,1.8266,1.1071,0.19019,0.010501,0.00002,0.000004,0,0,74.01,4.8503,18.826,16.944,12.362,-0.051138,0.06881,3.3064,16.583,0.15501,0.98708,0.23684,0.92792,3
0.37682,1.8018,1.1418,0.19015,0.01012,0.000087,0.000006,0,0,73.541,3.6818,17.494,17.216,11.943,0.48389,0.39255,4.2329,24.3,0.16162,0.98803,0.23159,0.92418,3
0.4603,1.8247,1.0327,0.18957,0.010404,0.000032,0.000003,0,0,76.498,7.0344,18.03,17.892,15.135,0.077329,0.061909,2.5376,10.057,0.16095,0.98589,0.22155,0.9236,3
0.36441,2.12,1.1238,0.2095,0.017752,0.000025,0.000006,0,0.000001,82.193,3.6978,18.622,17.442,11.552,0.068216,-0.021351,4.3156,26.715,0.14423,0.98751,0.26361,0.93326,3
0.39164,2.1452,1.1073,0.20967,0.018175,0.000011,0.000001,0,0,75.438,1.8438,20.035,18.391,8.6101,0.014449,0.061041,6.4861,57.305,0.17965,0.9847,0.22773,0.91567,3
0.42256,1.8388,1.1033,0.1911,0.010788,0.000052,0.000006,0,0.000001,80.527,10.488,18.612,18.092,17.208,-0.32242,-0.43313,1.8466,6.3079,0.12555,0.98921,0.26762,0.94117,3
0.39303,2.2209,1.106,0.21543,0.020392,0.000042,0.00001,0,0.000001,76.419,1.0587,23.658,20.346,6.8614,-0.0776,-0.014015,8.907,102.64,0.17978,0.98505,0.21628,0.91506,3
0.44419,1.9352,1.0952,0.19686,0.012969,0.000021,0.000003,0,0,83.214,14.035,17.489,17.31,19.177,-0.044797,-0.14525,1.3058,3.8831,0.13319,0.98788,0.26164,0.93718,3
0.35774,2.2243,1.1082,0.21558,0.020474,0.000063,0.000017,0,0.000002,74.692,2.8112,23.073,20.556,11.211,0.13308,0.15638,5.1083,33.912,0.1964,0.98397,0.20751,0.90944,3
0.35872,1.8932,1.0962,0.19473,0.012049,0.000003,0,0,0,79.462,5.3418,20.094,19.824,13.68,-0.076382,-0.16948,3.5063,18.305,0.14281,0.9878,0.24299,0.93404,3
0.41209,2.1766,1.1132,0.21181,0.019038,0.000084,0.000014,0,0.000001,71.617,0.43044,22.76,19.758,4.3557,0.017386,0.12061,14.914,298.23,0.18667,0.98475,0.21001,0.91272,3
0.37218,2.3294,1.0918,0.22315,0.023623,0.000089,0.000019,0,0.000003,79.464,1.9774,26.252,21.846,9.9529,0.081427,0.097482,6.5995,55.157,0.20258,0.98205,0.19767,0.90636,3
0.39469,1.9719,1.0693,0.19961,0.01391,0.000113,0.000018,0,0.000001,73.285,2.4772,19.244,19.129,9.7041,0.27205,0.21931,5.0995,34.325,0.17308,0.98614,0.21326,0.91869,3
0.41396,2.0355,1.0226,0.20355,0.015475,0.000197,0.000026,0,0.000002,85.607,6.6051,21.718,20.274,16.451,0.023108,-0.063512,2.8509,11.324,0.17236,0.98156,0.21703,0.91792,3
0.34262,1.946,1.1026,0.19939,0.013476,0.000088,0.000019,0,0.000002,85.628,5.5607,18.597,18.331,14.608,0.11204,-0.084291,3.5709,18.421,0.14026,0.98708,0.27122,0.93537,3
0.40144,1.8443,1.1326,0.19249,0.01103,0.000059,0.000003,0,0,81.784,13.479,18.45,18.178,20.1,0.17335,0.018882,1.5784,5.1105,0.15649,0.98704,0.24682,0.92863,3
0.42474,1.8794,1.1224,0.19371,0.011714,0.000003,0,0,0,83.286,12.725,17.559,17.016,18.611,0.18006,0.009953,1.6614,5.8083,0.13045,0.98792,0.26595,0.93819,3
0.45969,1.8145,1.093,0.1907,0.010373,0.000047,0.000008,0,0.000001,85.104,7.0627,18.511,18.435,14.817,-0.35119,-0.39516,2.459,9.4977,0.1394,0.98645,0.25432,0.93432,3
0.43964,1.9366,1.0731,0.19611,0.012892,0.000012,0.000001,0,0,81.48,12.111,18.847,18.612,18.283,-0.35789,-0.42811,1.5447,4.7441,0.14988,0.98589,0.24124,0.92853,3
0.41743,1.9037,1.074,0.19449,0.012182,0.000036,0.000002,0,0,88.283,10.407,17.158,17.098,17.125,-0.33221,-0.4611,1.7719,5.833,0.1257,0.98714,0.27754,0.94055,3
0.44952,1.7744,1.0793,0.18729,0.009409,0,0,0,0,81.713,6.6843,19.741,19.253,14.985,0.035363,-0.13985,2.8895,12.974,0.14631,0.98727,0.2405,0.93099,3
0.37583,1.9374,1.1428,0.19772,0.013118,0.000025,0.000002,0,0,79.148,1.5246,19.43,17.888,8.0556,0.10166,0.030232,7.3731,71.538,0.12807,0.98961,0.27085,0.93941,3
0.43712,1.8604,1.1,0.19228,0.011252,0.000054,0.000004,0,0,81.036,8.0811,16.673,16.949,15.542,0.27556,0.13091,2.1924,7.8291,0.1593,0.98581,0.23621,0.92497,3
0.44899,1.9508,1.1077,0.19765,0.013315,0.000009,0.000002,0,0,75.51,4.5939,17.47,18.131,11.752,-0.18174,-0.23723,3.1795,14.644,0.14662,0.98813,0.23124,0.93129,3
0.44323,1.8482,1.085,0.19155,0.010983,0.000007,0,0,0,77.777,5.593,18.364,17.312,13.018,-0.30861,-0.31808,2.9539,13.61,0.14754,0.98655,0.25126,0.93085,3
0.33896,1.7994,1.086,0.18928,0.00999,0.000042,0.000002,0,0,81.295,5.0207,18.002,17.759,13.177,0.13506,0.025893,3.533,18.537,0.16148,0.98537,0.24253,0.92555,3
0.35336,2.1462,1.1445,0.21238,0.018663,0.000272,0.000047,0,0.000004,75.715,2.552,23.686,20.405,10.708,0.23034,0.30074,5.2037,34.486,0.17481,0.98573,0.21181,0.91721,3
0.37294,1.9222,1.0964,0.19735,0.012832,0.0001,0.000018,0,0.000002,80.97,4.4072,19.286,18.422,12.737,0.16325,0.10678,4.0443,23.598,0.14036,0.98769,0.2486,0.93403,3
0.33756,1.9986,1.0884,0.21133,0.016053,0.000142,0.000063,0,0.000008,76.036,3.5915,21.581,19.271,12.145,-0.026601,0.010073,4.627,29.179,0.15825,0.9868,0.22642,0.92679,3
0.42245,2.021,1.1014,0.20248,0.015089,0.000038,0.000008,0,0.000001,80.323,5.6269,19.005,18.274,13.901,-0.20946,-0.33315,3.2486,15.607,0.13026,0.98873,0.26859,0.93919,3
0.40249,1.946,1.0934,0.19752,0.013224,0.000063,0.000005,0,0,78.349,4.2341,17.149,15.958,11.434,0.000961,-0.025405,3.5909,19.192,0.12375,0.98917,0.27556,0.94095,3
0.46755,1.9848,1.1085,0.19958,0.014106,0.000033,0.000007,0,0.000001,73.462,2.4891,18.43,17.55,9.0816,-0.11098,-0.10506,5.0028,34.621,0.15199,0.98772,0.23667,0.92943,3
0.45472,1.8753,1.1004,0.19402,0.011688,0.000054,0.000009,0,0.000001,79.709,2.9588,18.602,17.197,10.139,-0.14412,-0.17545,4.6305,29.406,0.1318,0.98845,0.26547,0.93824,3
0.48691,1.7895,1.066,0.18866,0.009775,0.000115,0.000013,0,0.000001,81.051,9.7715,18.041,17.728,16.531,-0.20735,-0.34385,1.8915,6.4809,0.13335,0.98769,0.26006,0.93714,3
0.3955,1.8853,1.0922,0.19388,0.011824,0.000012,0.000002,0,0,84.844,11.893,18.786,18.434,18.794,-0.29841,-0.30142,1.7291,5.9103,0.13883,0.98744,0.25275,0.93459,3
0.43999,1.7684,1.0753,0.18676,0.009266,0.000018,0.000002,0,0,77.491,4.7804,18.619,17.085,13.127,0.34897,0.31118,3.7554,20.223,0.17127,0.98413,0.23994,0.92005,3
0.39504,2.096,1.1285,0.20846,0.017202,0,0,0,0,75.405,5.2455,17.343,16.726,13.016,0.15548,-0.041506,3.0894,13.86,0.1415,0.98865,0.24782,0.93315,3
0.41916,1.8927,1.1237,0.19468,0.012036,0.000053,0.000005,0,0,81.026,7.7021,17.14,16.73,15.143,0.14412,0.10022,2.4326,9.5631,0.13433,0.9883,0.26319,0.93656,3
0.39641,1.8155,1.0923,0.18964,0.010274,0.000014,0.000001,0,0,79.817,5.0502,17.339,16.258,12.484,-0.19745,-0.13022,3.1844,15.542,0.13318,0.98821,0.26755,0.93712,3
0.39787,2.0008,1.1076,0.20089,0.014541,0.000055,0.000003,0,0,77.655,2.1303,18.225,17.188,8.6686,-0.12145,-0.18432,6.026,51.345,0.13266,0.9887,0.25986,0.93696,3
0.38101,2.4699,1.1098,0.23278,0.027961,0.000178,0.000029,0,0.000002,75.847,8.2538,21.626,19.67,18.499,0.22257,0.21863,2.5234,9.2049,0.19783,0.98402,0.20118,0.9091,3
0.42758,1.8455,1.0826,0.19146,0.010931,0.00001,0.000001,0,0,82.117,7.1953,18.858,18.576,15.365,-0.080583,-0.14663,2.6707,11.35,0.16747,0.985,0.24094,0.92358,3
0.40994,1.8072,1.0934,0.18922,0.010103,0.000051,0.000008,0,0.000001,84.059,9.8432,18.165,17.983,17.177,-0.31087,-0.43474,2.0554,7.7892,0.13121,0.9883,0.26342,0.93827,3
0.4051,2.0874,1.0848,0.20648,0.016743,0.000051,0.000006,0,0,82.07,6.34,18.924,18.136,14.548,-0.10331,-0.12074,2.9639,13.561,0.1403,0.98803,0.2658,0.93554,3
0.35331,2.168,1.1227,0.21301,0.01912,0.00013,0.000019,0,0.000001,78.738,4.567,19.389,18.373,13.14,0.18988,0.18144,3.9795,22.541,0.15179,0.9865,0.24496,0.93027,3
0.44211,1.9668,1.1069,0.19886,0.013727,0.000011,0.000002,0,0,73.592,2.6487,17.017,16.426,9.1585,-0.005177,-0.059026,4.6025,28.735,0.15423,0.98715,0.23257,0.92699,3
0.41505,1.8189,1.0825,0.18933,0.010291,0.000001,0,0,0,80.747,8.8427,17.817,17.009,16.305,-0.025591,-0.019894,2.1251,7.6025,0.13148,0.98835,0.26721,0.93753,3
0.38773,2.1461,1.1231,0.20977,0.018206,0.000032,0.000002,0,0,75.246,2.1271,23.266,20.12,9.5422,-0.011729,0.070898,5.8012,43.528,0.18461,0.98456,0.21149,0.91312,3
0.44903,1.7984,1.0844,0.19103,0.010161,0.000011,0,0,0,90.238,14.518,18.152,17.71,20.439,-0.19063,-0.25128,1.386,4.2692,0.14211,0.98543,0.2506,0.93422,3
0.4791,1.8325,1.0251,0.19004,0.010573,0.000029,0.000003,0,0,81.038,11.122,19.141,19.19,18.041,-0.3083,-0.49684,1.7312,5.689,0.15885,0.98456,0.23003,0.92527,3
0.44094,1.9537,1.0969,0.1976,0.013353,0.000022,0.000003,0,0,74.485,4.3017,20.184,18.025,12.584,-0.16563,-0.11483,3.8579,20.741,0.14728,0.98751,0.24036,0.92999,3
0.41358,1.6963,1.0867,0.18318,0.007867,0.000013,0.000001,0,0,89.911,18.566,17.797,16.965,21.448,-0.23354,-0.32259,0.99188,3.2241,0.12739,0.987,0.26294,0.93915,3
0.40949,2.1782,1.1022,0.21237,0.019163,0.0001,0.000007,0,-0.000001,79.548,4.867,19.035,17.937,12.614,-0.062172,-0.029098,3.3362,15.913,0.14437,0.98693,0.25482,0.93264,3
0.38272,2.2395,1.1202,0.21633,0.020852,0.000022,0.000005,0,0.000001,67.095,4.0826,23.503,20.619,13.005,0.10086,0.17443,3.924,20.477,0.18942,0.98479,0.20324,0.91229,3
0.42276,1.7985,1.089,0.18836,0.009881,0.000021,0.000001,0,0,79.013,6.4031,19.42,18.226,13.813,-0.25965,-0.27361,2.6124,10.639,0.13286,0.98793,0.25577,0.93651,3
0.42791,1.9239,1.096,0.196,0.012682,0.000021,0.000001,0,0,88.875,24.338,16.911,16.441,21.877,-0.177,-0.37887,0.63794,2.8899,0.12416,0.98812,0.26336,0.94142,3
0.42086,1.9378,1.1049,0.19797,0.013156,0.000005,0.000001,0,0,82.775,17.006,17.722,16.87,19.539,-0.23844,-0.32106,1.0785,3.6725,0.12279,0.98865,0.27774,0.94342,3
0.46572,1.8814,1.0748,0.19383,0.011758,0.000063,0.000004,0,0,86.569,17.415,19.944,19.212,22.031,-0.2237,-0.36784,1.205,3.9407,0.15141,0.98412,0.2312,0.92895,3
0.39143,2.2547,1.0707,0.21624,0.021068,0.000001,0,0,0,80.139,9.9747,18.345,17.346,17.872,-0.23939,-0.24742,2.0263,6.8636,0.16499,0.98328,0.24861,0.92321,3
0.39788,2.25,1.0848,0.21774,0.02129,0.000151,0.000033,0,0.000004,76.508,4.904,19.648,18.275,13.17,0.056381,-0.020674,3.4713,17.792,0.15633,0.98736,0.23639,0.92747,3
0.40656,1.8299,1.0986,0.19031,0.010564,0.000011,0.000001,0,0,85.877,18.685,15.103,14.797,19.098,-0.009465,-0.20021,0.89908,3.3929,0.11856,0.98851,0.30518,0.94403,3
0.38278,1.7854,1.1297,0.2008,0.011004,0.000541,0.000146,0,0.000015,56.879,2.3306,20.916,24.546,10.052,0.53796,0.30729,5.9146,46.384,0.18923,0.98899,0.22536,0.91566,4
0.36234,1.9081,1.1306,0.21257,0.014632,0.000828,0.000184,0,0.000019,70.426,1.2343,19.839,18.97,6.3055,-0.20529,-0.36233,8.336,101.98,0.12302,0.99157,0.27285,0.94358,4
0.33385,1.9047,1.1532,0.20821,0.013979,0.000588,0.000171,0,0.000019,79.935,4.4529,18.114,16.894,11.76,0.006645,-0.11149,3.6651,20.603,0.13776,0.98905,0.2646,0.93675,4
0.27526,2.2438,1.0657,0.24456,0.026734,0.002037,0.00058,0.000001,0.000078,76.351,26.164,17.683,18.563,22.907,0.24783,0.011418,0.5466,2.5284,0.12529,0.9909,0.25971,0.94134,4
0.33956,1.8167,1.1611,0.20865,0.012459,0.001393,0.000377,0,0.000041,68.201,0.74456,20.402,18.389,5.5586,-0.077598,-0.067108,10.986,162.19,0.13146,0.99101,0.27332,0.93963,4
0.31687,2.0501,1.0894,0.22871,0.019824,0.001096,0.000461,0,0.000064,63.762,11.288,17.186,19.336,17.895,1.0376,0.62937,2.0161,7.659,0.14666,0.99047,0.26943,0.93667,4
0.31694,1.9333,1.1352,0.21838,0.015924,0.001824,0.00064,0.000001,0.000078,78.48,9.611,16.829,17.436,18.376,0.17788,-0.050672,2.4736,10.235,0.13758,0.98995,0.27772,0.93761,4
0.3833,1.8642,1.1162,0.20719,0.013132,0.000795,0.000209,0,0.000024,74.926,12.891,16.055,17.383,17.437,-0.24003,-0.43566,1.3986,4.7217,0.14992,0.98888,0.24152,0.93319,4
0.37221,1.8011,1.1132,0.20422,0.011659,0.001172,0.00026,0,0.000026,66.329,10.622,17.154,19.141,17.223,0.72008,0.35115,1.9381,6.9745,0.13875,0.99122,0.27384,0.93643,4
0.36458,1.9668,1.1106,0.21972,0.016758,0.001721,0.000516,0,0.000065,59.079,3.0878,15.043,16.106,9.5659,0.67839,0.31207,5.0377,39.488,0.10316,0.99381,0.32772,0.95537,4
0.32614,1.7438,1.1397,0.20877,0.011117,0.001079,0.000345,0,0.000035,64.41,6.1388,13.694,15.335,11.896,0.36237,-0.10305,2.6963,12.358,0.097161,0.994,0.31216,0.95658,4
0.35721,1.8941,1.1299,0.21508,0.014717,0.001101,0.000263,0,0.000031,73.619,0.87222,20.979,19.112,5.7488,-0.47593,-0.41404,9.6361,129.02,0.13038,0.99051,0.27811,0.94025,4
0.34686,1.7211,1.1648,0.20638,0.010447,0.000922,0.000298,0,0.00003,76.751,1.7796,20.088,20.008,8.0889,-0.09756,-0.23412,6.9312,69.224,0.11938,0.99132,0.29334,0.94559,4
0.4605,1.9238,1.0969,0.2078,0.014256,0.000261,0.000079,0,0.000009,66.679,7.5237,16.595,16.059,14.318,0.52638,0.30153,2.4532,10.474,0.14856,0.98985,0.25639,0.93345,4
0.34228,1.8986,1.0996,0.21514,0.014811,0.000167,0.000046,0,0.000006,77.638,1.7176,16.268,15.88,7.3237,-0.025701,-0.3347,6.5021,62.16,0.12263,0.99077,0.29918,0.94531,4
0.28936,1.8822,1.1228,0.21357,0.014291,0.000498,0.000132,0,0.000015,72.951,1.1711,14.934,19.86,7.1139,0.29501,-0.14136,9.8636,130.46,0.13445,0.99166,0.2762,0.94271,4
0.27076,2.3299,1.0813,0.25528,0.030925,0.001062,0.000337,0,0.000059,78.296,3.0939,14.445,17.815,10.524,0.51706,0.022308,4.7273,32.008,0.13772,0.99084,0.28418,0.93791,4
0.28824,1.8524,1.1075,0.2166,0.014122,0.000333,0.000046,0,0.000005,67.638,0.53262,14.66,17.811,4.6962,0.47351,0.062775,13.083,230.77,0.11787,0.99273,0.30052,0.94653,4
0.27145,1.7539,1.1754,0.21401,0.011882,0.002063,0.000575,0.000001,0.000063,77.595,2.7545,19.722,20.804,11.447,-0.13204,-0.31057,6.2527,51.852,0.12129,0.99139,0.29342,0.94574,4
0.34076,2.1394,1.0922,0.23336,0.022404,0.001256,0.000271,0,0.000029,68.687,1.987,16.472,22.546,8.8431,0.32465,-0.035554,6.477,57.309,0.17417,0.98937,0.24673,0.92575,4
0.378,2.0799,1.1131,0.22714,0.020121,0.001073,0.000279,0,0.000037,74.515,5.8484,13.529,16.037,12.529,0.65507,0.44099,2.8555,13.33,0.14333,0.9905,0.26974,0.93602,4
0.27705,1.8075,1.0829,0.2043,0.011782,0.000843,0.000171,0,0.000019,65.074,13.533,19.905,23.783,23.334,1.2537,0.68769,2.2462,8.7722,0.19209,0.98799,0.23119,0.91766,4
0.42503,1.6627,1.1126,0.19095,0.008011,0.000328,0.000058,0,0.000005,67.82,5.4342,15.877,17.771,12.679,0.9179,0.52813,3.3977,18.811,0.15341,0.98982,0.26692,0.93246,4
0.3926,1.8746,1.1558,0.20602,0.013166,0.000392,0.000125,0,0.000014,66.093,1.6724,17.191,20.633,7.9179,0.60564,0.10092,7.0632,69.173,0.1456,0.99094,0.26441,0.93514,4
0.43101,1.8829,1.1214,0.20582,0.013284,0.000577,0.000124,0,0.000013,65.683,4.6969,16.744,17.35,11.964,0.74082,0.5103,3.6987,20.981,0.15433,0.98963,0.26165,0.93171,4
0.47834,1.8858,1.0984,0.20192,0.012833,0.000155,0.000033,0,0.000004,65.899,11.931,16.598,17.306,16.897,0.87465,0.50556,1.7096,6.0001,0.15962,0.98874,0.24923,0.92913,4
0.39569,1.9502,1.1006,0.21176,0.015274,0.000969,0.00028,0,0.000034,60.771,5.2258,18.271,18.409,13.068,0.69799,0.4581,3.4236,17.376,0.12899,0.99189,0.28342,0.94188,4
0.38717,2.0481,1.1185,0.21711,0.017827,0.000714,0.000209,0,0.000027,67.574,8.9694,17.442,17.845,15.837,0.70539,0.53379,2.2543,8.8847,0.14264,0.99046,0.2624,0.93554,4
0.38156,2.0806,1.1104,0.22077,0.01902,0.000935,0.000174,0,0.000023,68.839,3.8936,16.544,17.837,11.103,0.48928,0.28063,4.1681,26.493,0.1546,0.98942,0.25081,0.93217,4
0.47093,1.7338,1.1058,0.19323,0.009363,0.000118,0.000025,0,0.000002,60.702,3.1523,18.738,17.537,9.7808,0.32444,0.22407,4.5812,31.9,0.15697,0.98938,0.25238,0.92904,4
0.39763,1.8745,1.1287,0.20608,0.013171,0.0005,0.000109,0,0.000012,65.996,1.6411,16.711,17.341,7.2028,0.10389,0.06151,6.8012,70.033,0.15193,0.98927,0.24111,0.93264,4
0.35741,1.8817,1.0923,0.21301,0.014206,0.001707,0.000419,0,0.000049,62.234,2.7569,17.834,17.575,9.6954,0.38872,0.15909,4.8234,33.025,0.13324,0.99155,0.27946,0.93912,4
0.30264,2.0167,1.0813,0.22616,0.018741,0.00003,0.000013,0,0.000001,83.956,1.8931,14.458,16.912,8.1096,0.59728,-0.074042,6.8566,67.404,0.13526,0.99039,0.28374,0.93868,4
0.25051,1.8199,1.1079,0.21903,0.013792,0.000795,0.00018,0,0.00002,77.185,1.2644,15.372,18.14,7.519,0.6977,0.088554,9.0553,110.17,0.13972,0.99075,0.27382,0.93584,4
0.26597,1.8895,1.0855,0.22939,0.016643,0.000521,0.000021,0,0.000002,71.598,2.8874,16.957,16.966,9.5862,0.55318,0.38578,4.9817,38.235,0.14349,0.99063,0.2851,0.93672,4
0.27971,2.0652,1.0846,0.22442,0.019369,0.000126,0.000026,0,0.000003,75.707,4.7699,15.167,15.665,11.577,0.57661,0.30286,3.5488,20.209,0.14986,0.98946,0.27102,0.93186,4
0.23682,1.9422,1.0976,0.22125,0.016518,0.00018,0.000019,0,0.000002,63.885,0.58018,16.191,17.341,4.5259,1.0256,0.72653,12.867,233.71,0.11307,0.99322,0.3331,0.95061,4
0.23844,2.1119,1.0884,0.2419,0.023499,0.000797,0.000224,0,0.00003,75.641,2.2044,15.985,17.243,8.6825,1.1479,0.55977,5.7631,45.51,0.14931,0.98974,0.26425,0.93241,4
