roundness,aspect_ratio,narrow_factor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,mean_R,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.24216,1.8515,1.0814,0.22605,0.015363,0.000248,0.000047,0,0.000006,61.629,1.1115,19.142,17.937,6.8623,0.43259,0.23902,9.1746,113.29,0.14173,0.99101,0.28073,0.93761,4
0.27226,1.8604,1.0987,0.22645,0.015607,0.000157,0.000064,0,0.000008,75.509,2.591,15.938,16.372,9.1363,0.52382,-0.16975,5.3081,41.687,0.13144,0.99066,0.29783,0.94102,4
0.35213,2.315,1.0839,0.24508,0.028225,0.000734,0.000302,0,0.000049,65.372,0.31946,16.106,15.708,3.5017,0.34574,0.009643,16.731,372.73,0.13802,0.99105,0.28039,0.9376,4
0.2804,2.2315,1.0801,0.24001,0.025513,0.000947,0.000374,0,0.00006,68.222,1.4233,15.051,14.62,6.4379,0.84886,0.39779,7.1841,74.903,0.13872,0.99061,0.26617,0.93668,4
0.26457,2.4309,1.0624,0.25733,0.03343,0.001724,0.000661,0.000001,0.000117,72.473,4.7575,15.395,14.867,11.816,0.97767,0.65901,3.6193,19.88,0.16535,0.98829,0.25037,0.92347,4
0.22449,2.4675,1.0832,0.26843,0.037131,0.001381,0.000439,0,0.000081,79.528,0.22867,12.576,17.036,3.2309,1.0539,0.5481,21.169,571.75,0.13245,0.99151,0.29739,0.94118,4
0.36641,2.6795,1.0631,0.26867,0.0412,0.002953,0.001154,0.000002,0.000233,81.154,2.9257,16.074,16.488,9.6345,0.12616,-0.04208,4.5387,29.826,0.15364,0.98813,0.26968,0.93219,4
0.28638,2.1668,1.0906,0.23905,0.024056,0.00127,0.000509,0,0.000079,64.654,0.59775,14.077,17.807,5.0041,0.97354,0.25816,12.171,193.54,0.12133,0.99275,0.32058,0.94719,4
0.26318,1.7607,1.133,0.21861,0.012539,0.00008,0.000037,0,0.000004,74.627,4.4274,14.951,15.496,11.329,0.99072,0.8424,3.6416,20.341,0.13793,0.99083,0.29595,0.93668,4
0.2443,2.1431,1.0799,0.24086,0.023941,0.000057,0.000015,0,0.000002,71.413,4.9865,16.163,16.144,12.052,0.54925,0.25968,3.5011,20.001,0.14667,0.99003,0.27471,0.93418,4
0.31811,1.7649,1.1432,0.2038,0.010971,0.000499,0.000133,0,0.000014,86.233,15.664,16.665,16.475,18.707,-0.19903,-0.33718,1.2516,4.6409,0.11611,0.99025,0.29177,0.94645,4
0.28861,1.7653,1.1375,0.22343,0.013196,0.002663,0.000648,0,0.000074,79.85,1.9727,19.775,18.449,9.9107,-0.41157,-0.39874,6.5509,53.726,0.1156,0.99122,0.32402,0.94802,4
0.31897,1.8524,1.1319,0.21646,0.014104,0.001309,0.000406,0,0.000044,73.936,0.29049,19.121,17.993,3.7554,-0.15068,-0.1543,19.057,469.78,0.12431,0.99097,0.29095,0.94357,4
0.2883,2.482,1.0605,0.2512,0.032775,0.000512,0.000147,0,0.000027,81.347,22.373,14.913,15.487,19.754,0.27509,0.077264,0.64553,2.9764,0.13609,0.98918,0.27598,0.93874,4
0.29503,2.0323,1.1271,0.22623,0.019053,0.000879,0.000288,0,0.00004,74.706,6.0049,19.604,21.141,16.187,0.30902,0.000462,3.3602,15.662,0.16448,0.98854,0.25924,0.92753,4
0.37412,2.3387,1.12,0.24486,0.028616,0.000388,0.00013,0,0.00002,69.894,2.0978,13.659,16.874,7.915,0.50505,0.13667,5.9782,54.46,0.13388,0.99149,0.2871,0.9438,4
0.31795,1.9158,1.1421,0.21783,0.015514,0.000908,0.000253,0,0.000031,67.983,3.2209,14.488,17.157,9.3879,0.45519,-0.015005,4.2946,28.58,0.12456,0.99224,0.29598,0.94576,4
0.3936,2.0371,1.1169,0.21867,0.017888,0.001024,0.000323,0,0.000042,70.256,8.6076,15.106,16.834,14.899,0.20762,-0.037599,2.1754,8.5871,0.1314,0.99128,0.26401,0.94248,4
0.34916,1.8033,1.1519,0.2004,0.011265,0.000693,0.000146,0,0.000015,64.978,3.9216,16.852,18.389,12.673,0.5691,0.36487,5.1314,38.289,0.15648,0.99004,0.27162,0.93442,4
0.34092,1.8617,1.1274,0.20688,0.013049,0.000704,0.00018,0,0.00002,77.22,1.4884,18.686,18.765,7.7,-0.23311,-0.57116,7.0887,65.157,0.1243,0.99078,0.27859,0.94392,4
0.31381,2.1584,1.1123,0.2331,0.022714,0.001284,0.000423,0,0.000063,67.3,3.3505,14.951,16.327,10.294,0.42268,0.041283,4.5481,31.493,0.12251,0.99237,0.30074,0.94662,4
0.35328,1.7329,1.1624,0.20689,0.010717,0.001135,0.000337,0,0.000035,69.082,3.5768,15.108,16.265,10.659,0.39787,0.090034,4.1853,25.936,0.11612,0.99259,0.29447,0.94807,4
0.32311,1.8775,1.1152,0.20937,0.01365,0.00033,0.000077,0,0.000009,64.377,2.0992,15.385,17.686,8.5818,0.38616,-0.028036,7.1562,76.183,0.13758,0.99143,0.28471,0.94108,4
0.27035,2.2335,1.0885,0.26013,0.030019,0.001595,0.000355,0,0.000049,70.015,1.5664,15.757,16.167,7.2843,0.60479,0.50988,6.8924,67.795,0.13485,0.99118,0.29824,0.9403,4
0.23424,2.0728,1.0848,0.24169,0.022628,0.001075,0.000322,0,0.000048,69.253,2.3728,15.813,16.534,8.6228,0.53075,0.21316,5.3636,41.677,0.1279,0.99156,0.28631,0.9423,4
0.39637,1.6718,1.153,0.19581,0.008577,0.000671,0.000152,0,0.000014,68.02,3.377,13.99,17.542,10.154,0.7739,0.36557,4.2741,26.635,0.12817,0.99193,0.29217,0.94296,4
0.39042,2.3611,1.1067,0.23861,0.027565,0.000812,0.000327,0,0.000054,75.822,6.0548,11.97,13.383,11.6,0.50487,0.16859,2.698,13.014,0.14386,0.98946,0.25922,0.9354,4
0.27677,2.1107,1.1044,0.24312,0.023712,0.000048,0.000031,0,0.000004,65.329,1.3251,16.9,16.501,6.8662,0.79887,0.46357,7.633,82.34,0.13801,0.99122,0.30443,0.93855,4
0.26742,1.9592,1.1066,0.22509,0.017437,0.000317,0.000115,0,0.000015,67.007,2.5617,17.234,16.667,9.6699,0.67646,0.43587,5.5763,43.885,0.15731,0.98969,0.26745,0.92945,4
0.30604,1.8743,1.1471,0.22254,0.015357,0.000017,0.000015,0,0.000002,75.713,1.0608,16.676,17.462,6.1373,0.44371,0.13868,9.6258,138.78,0.13614,0.99078,0.2862,0.93894,4
0.23842,2.1323,1.1153,0.2547,0.026524,0.000406,0.000154,0,0.000025,67.335,1.1134,17.895,17.522,6.9967,0.63309,0.38047,9.2754,115.38,0.14758,0.99055,0.2999,0.93647,4
0.25317,1.9817,1.1258,0.23645,0.019733,0.000288,0.00009,0,0.000012,72.839,1.6368,16.187,18.825,7.4892,0.81417,0.51448,7.1555,74.63,0.13544,0.99116,0.29623,0.94054,4
0.24652,1.8451,1.1131,0.22537,0.015137,0.000801,0.000164,0,0.000017,78.708,8.2067,16.051,16.145,15.19,1.0762,0.4499,2.3258,9.0601,0.13901,0.99026,0.27951,0.93594,4
0.22352,2.104,1.0509,0.23642,0.022287,0.000194,0.000006,0,-0.000001,73.743,3.7991,16.82,16.284,11.595,0.54808,0.33951,4.347,27.485,0.16626,0.98812,0.24855,0.92473,4
0.2749,2.2726,1.0868,0.2417,0.026663,0.000284,0.000099,0,0.000016,68.218,5.4535,16.954,16.272,13.032,0.66008,0.36411,3.5336,19.489,0.16365,0.98889,0.25405,0.9271,4
0.30319,2.372,1.0634,0.24455,0.029153,0.000058,0.000029,0,0.000005,70.635,4.0353,16.596,16.491,11.269,0.68262,0.27024,4.1986,27.344,0.15406,0.98939,0.26154,0.93104,4
0.22909,2.0949,1.0634,0.24736,0.024198,0.001191,0.000282,0,0.000044,66.472,1.319,16.939,16.361,7.3671,0.72263,0.52313,8.3185,94.499,0.15068,0.99028,0.28974,0.93296,4
0.6754,1.3198,1.1845,0.16821,0.002072,0.00001,0,0,0,55.54,8.7441,21.177,24.379,16.202,0.20767,0.09593,2.1745,7.976,0.25175,0.98478,0.18996,0.88801,5
0.67546,1.4452,1.1388,0.17325,0.003729,0.00001,0,0,0,61.697,15.032,20.636,23.4,20.006,0.41578,0.073084,1.3954,4.7023,0.30557,0.97462,0.16224,0.86329,5
0.69322,1.3216,1.1349,0.16935,0.002119,0.000024,0,0,0,66.935,8.4812,17.577,22.477,15.444,0.74304,0.29861,2.2057,8.3846,0.27034,0.98093,0.1898,0.87861,5
0.73776,1.3858,1.1423,0.17066,0.002893,0.000003,0,0,0,65.197,16.866,20.837,21.373,21.121,0.22625,-0.051178,1.2038,3.9313,0.26724,0.97938,0.17992,0.88163,5
0.65352,1.5218,1.1481,0.1769,0.004928,0.000005,0.000001,0,0,72.912,20.502,19.26,19.324,22.801,0.40549,0.057494,0.98334,3.2851,0.23168,0.98173,0.20063,0.89543,5
0.64462,1.236,1.1645,0.16751,0.001223,0.000189,0.000007,0,0,69.585,1.7548,18.225,18.939,8.0669,0.48097,0.16143,6.1343,48.279,0.2131,0.98508,0.22649,0.90457,5
0.56827,1.3723,1.1886,0.17149,0.00276,0.000062,0.000003,0,0,65.061,3.5496,21.54,20.289,11.17,0.12669,-0.078626,4.0733,22.472,0.2465,0.98302,0.21343,0.89158,5
0.69112,1.2999,1.14,0.16718,0.001838,0.000007,0,0,0,63.147,9.0477,18.445,18.649,16.406,0.2416,0.044989,2.1521,7.768,0.20171,0.98618,0.22972,0.90862,5
0.6239,1.4949,1.1659,0.17553,0.00449,0.000054,0.000005,0,0,68.578,15.92,18.822,18.738,20.406,0.42263,0.17394,1.2781,3.9781,0.19587,0.98618,0.22314,0.91114,5
0.63595,1.3315,1.151,0.16994,0.002243,0.000043,0.000001,0,0,57.657,14.044,22.497,24.051,19.655,0.26426,0.034214,1.4907,4.8981,0.30206,0.97939,0.16986,0.86857,5
0.61737,1.2362,1.195,0.16697,0.001216,0.00006,0.000002,0,0,65.247,5.0489,21.358,19.27,13.585,0.18324,0.12879,3.5037,17.583,0.22887,0.98359,0.2071,0.89771,5
0.68696,1.3371,1.1746,0.16866,0.002271,0.000013,0.000001,0,0,63.864,9.4954,19.779,20.813,16.642,0.34794,-0.00869,1.9637,6.6359,0.20213,0.9864,0.21961,0.90842,5
0.55881,1.5465,1.2019,0.17997,0.005453,0.000071,0.00001,0,0.000001,62.471,3.418,18.932,19.633,10.293,0.31491,0.025671,4.0225,22.673,0.20729,0.98653,0.23221,0.90821,5
0.52935,1.4954,1.2108,0.17768,0.004606,0,0,0,0,64.21,5.7676,21.092,19.847,14.543,0.32995,0.12605,3.2829,15.807,0.26215,0.98103,0.19959,0.88558,5
0.66788,1.3125,1.1793,0.16866,0.002004,0.000003,0,0,0,64.247,3.0325,19.704,19.833,10.066,0.41799,-0.051806,4.5099,28.206,0.20728,0.98622,0.22811,0.90651,5
0.74451,1.2592,1.1594,0.16715,0.001433,0.000002,0,0,0,66.357,9.827,21.55,21.365,17.445,0.22081,0.042908,2.0269,7.0348,0.25436,0.98148,0.19019,0.88536,5
0.59103,1.5313,1.1962,0.17972,0.005222,0.000258,0.000038,0,0.000003,65.123,3.8776,16.925,18.173,10.41,0.81974,0.23086,3.6972,20.316,0.1928,0.98729,0.25057,0.91281,5
0.70218,1.3468,1.1176,0.16848,0.002374,0.000005,0.000001,0,0,67.535,14.261,18.092,19.345,18.94,0.50658,0.075,1.376,4.5624,0.24225,0.98126,0.19962,0.89151,5
0.66069,1.4764,1.1066,0.17448,0.004191,0.000042,0.000003,0,0,69.861,13.481,17.045,18.54,18.52,0.61527,0.11365,1.4373,4.6303,0.22637,0.98232,0.20412,0.89646,5
0.6778,1.3582,1.1726,0.16997,0.002547,0.000014,0.000001,0,0,74.635,23.225,17.405,19.088,23.332,0.3388,-0.000342,0.701,2.5747,0.21161,0.98363,0.20753,0.90397,5
0.55564,1.3007,1.1199,0.16732,0.00185,0.000004,0,0,0,65.12,17.447,17.038,19.363,19.716,0.65776,0.15766,1.0585,3.5976,0.23888,0.98207,0.2083,0.89332,5
0.60788,1.6208,1.1604,0.18174,0.006646,0.000011,0.000002,0,0,60.226,15.388,19.241,21.211,19.432,0.69252,0.28327,1.2886,4.1859,0.25538,0.98331,0.20374,0.88787,5
0.54192,1.5271,1.1756,0.17887,0.005114,0.000002,0,0,0,62.978,14.458,20.304,21.321,19.913,0.67154,0.32427,1.4048,4.4324,0.2543,0.98313,0.2062,0.88942,5
0.65216,1.431,1.1756,0.1733,0.00355,0.000025,0,0,0,63.113,4.1107,19.088,18.155,11.233,0.19207,0.00824,3.6607,19.321,0.22943,0.98402,0.21886,0.89839,5
0.59597,1.4523,1.1776,0.17343,0.003828,0.000037,0.000001,0,0,58.873,15.66,21.369,22.774,21.65,0.53034,0.2397,1.4621,4.6959,0.29687,0.98037,0.18779,0.8725,5
0.6714,1.4228,1.1581,0.17207,0.003396,0.00008,0.000005,0,0,66.63,23.016,17.499,19.651,22.1,0.67741,0.23114,0.69749,2.6586,0.23861,0.98315,0.20694,0.89209,5
0.53777,1.7072,1.1636,0.18671,0.008339,0.000077,0.000007,0,0.000001,62.887,18.862,18.662,19.878,20.981,0.65553,0.34179,0.98918,3.2712,0.24561,0.98285,0.20684,0.89319,5
0.66837,1.3604,1.1652,0.16954,0.00256,0.000002,0,0,0,73.286,12.844,19.772,18.989,20.03,0.33756,0.20855,1.6888,5.4257,0.26101,0.97938,0.19273,0.8838,5
0.61498,1.3792,1.1493,0.17023,0.002801,0.000021,0.000001,0,0,59.388,6.4778,19.643,19.701,13.981,0.43558,0.22775,2.7008,11.243,0.24521,0.98274,0.21129,0.8906,5
0.76684,1.4516,1.0773,0.17228,0.003769,0.000024,0.000002,0,0,67.977,14.238,17.54,18.906,19.509,0.619,0.19849,1.4492,4.7294,0.29773,0.97274,0.18467,0.87027,5
0.63419,1.2746,1.1453,0.16729,0.001585,0.000006,0,0,0,79.182,13.281,21.314,19.67,20.444,0.37644,-0.027504,1.6903,5.5908,0.27594,0.97617,0.1887,0.87743,5
0.76868,1.2401,1.1144,0.16554,0.001231,0.000051,0.000002,0,0,60.355,19.353,23.836,23.835,22.888,0.20233,0.020739,1.0371,3.2304,0.3091,0.97639,0.15758,0.86436,5
0.59089,1.3948,1.2002,0.17204,0.00305,0.000068,0.000005,0,0,61.964,22.814,17.887,20.602,21.737,0.48138,0.054197,0.66594,2.6152,0.26143,0.98302,0.20603,0.88536,5
0.68264,1.2242,1.161,0.16537,0.00109,0.000005,0.000001,0,0,68.035,12.129,20.158,18.438,18.848,0.25866,0.058139,1.7087,5.6171,0.22986,0.98288,0.20445,0.89556,5
0.62823,1.5065,1.1506,0.17595,0.004668,0.000016,0,0,0,62.606,7.3762,19.47,19.314,14.677,0.26452,0.061884,2.456,9.5964,0.24354,0.98266,0.20878,0.89152,5
0.65265,1.4524,1.1675,0.17324,0.00382,0.000011,0,0,0,77.882,10.862,19.957,19.082,18.358,0.70625,0.095626,1.8507,6.0878,0.22362,0.98264,0.20607,0.89929,5
0.50587,1.5613,1.2283,0.18299,0.005857,0.000042,0.000007,0,0.000001,69.58,6.5841,18.795,18.961,14.485,0.52545,0.069954,2.7332,11.425,0.23014,0.98401,0.22009,0.89968,5
0.63319,1.3498,1.1706,0.17032,0.002462,0.000067,0.000005,0,0,69.616,3.2991,20.113,19.152,10.941,0.13775,0.010606,4.43,27.002,0.21633,0.98427,0.21537,0.90201,5
0.71607,1.3853,1.1031,0.17166,0.002922,0.000204,0.000005,0,0,70.175,16.865,26.374,24.15,24.24,0.47734,0.12669,1.4342,4.3065,0.30136,0.97095,0.15276,0.8667,5
0.55299,1.6256,1.1778,0.18421,0.006901,0.000166,0.000034,0,0.000003,62.851,3.5318,19.976,17.291,11.185,0.4098,0.45795,4.3527,26.633,0.23103,0.9834,0.21721,0.89864,5
0.67014,1.3276,1.1805,0.16898,0.002176,0.000056,0.000002,0,0,57.985,15.166,22.519,23.216,20.444,0.32165,0.12206,1.3781,4.3513,0.29312,0.98072,0.18179,0.87255,5
0.57178,1.4972,1.1674,0.17611,0.004551,0.000019,0.000001,0,0,78.273,17.045,24.369,24.007,25.14,0.070775,-0.083565,1.4182,4.1586,0.25837,0.97834,0.16799,0.88493,5
0.70221,1.3076,1.1672,0.16777,0.001932,0.000008,0,0,0,69.365,16.219,18.805,21.059,20.85,0.40309,0.08431,1.2502,3.8954,0.23511,0.98285,0.19624,0.89438,5
0.62318,1.505,1.1829,0.17608,0.004655,0.000055,0.000007,0,0,63.069,7.4176,20.129,19.145,15.164,0.62473,0.24057,2.5222,9.9731,0.23321,0.98406,0.22006,0.89809,5
0.6881,1.3716,1.1399,0.17115,0.00274,0.000128,0.000008,0,0,69.245,19.382,18.384,18.176,20.929,0.45576,0.10531,0.98909,3.4559,0.22207,0.98256,0.1995,0.89947,5
0.61436,1.471,1.134,0.17345,0.004072,0.000017,0.000001,0,0,74.872,16.213,20.601,19.458,22.115,0.12554,-0.008061,1.3674,4.2962,0.26172,0.97696,0.1844,0.88245,5
0.65946,1.4453,1.1532,0.17293,0.003716,0.00003,0,0,0,76.075,23.179,18.755,19.356,25.366,0.42402,0.19789,0.93185,3.0351,0.2302,0.981,0.1947,0.896,5
0.55954,1.4472,1.1896,0.17413,0.003793,0.000042,0.000004,0,0,61.424,4.9002,23.928,22.781,14.508,0.17875,0.09418,3.7289,18.896,0.28639,0.97426,0.17477,0.87213,5
0.64043,1.3146,1.1457,0.16943,0.002045,0.000216,0.000005,0,0,60.411,21.766,23.658,22.865,22.854,0.11884,-0.090248,0.88031,3.0605,0.27275,0.97926,0.16741,0.87718,5
0.55229,1.4459,1.1991,0.17485,0.003807,0.00001,0.000001,0,0,69.725,11.688,18.082,17.905,18.351,0.84344,0.46675,1.8264,6.5034,0.2287,0.98347,0.21507,0.90016,5
0.64502,1.5033,1.1539,0.17708,0.004685,0.000203,0.000028,0,0.000002,55.207,3.7882,24.909,25.346,10.952,-0.13793,-0.16084,3.761,20.577,0.27785,0.98244,0.1837,0.88017,5
0.67373,1.3118,1.1552,0.167,0.001957,0.000034,0.000003,0,0,63.902,6.1687,22.922,24.216,14.333,-0.005288,-0.20428,2.9706,13.431,0.27877,0.98065,0.18194,0.88064,5
0.69123,1.5068,1.1279,0.17547,0.004646,0.000087,0.000009,0,0.000001,80,7.3977,16.667,19.059,15.391,0.65735,0.15541,2.7198,11.688,0.2711,0.97871,0.20132,0.88776,5
0.69204,1.39,1.1319,0.17092,0.002952,0.000109,0.000012,0,0.000001,64.431,6.3232,23.044,23.345,14.648,-0.004789,-0.14721,2.843,12.115,0.2875,0.97961,0.18245,0.87661,5
0.59306,1.3154,1.1515,0.16775,0.002014,0.000087,0.000007,0,0,63.415,9.1581,26.156,26.464,17.286,-0.01848,-0.16673,2.3081,8.8825,0.31941,0.97754,0.16467,0.86698,5
0.66889,1.3864,1.1282,0.16999,0.002877,0.000102,0.000008,0,0,64.251,16.551,22.697,22.339,21.022,0.11195,-0.054718,1.1697,3.6619,0.24761,0.98196,0.18893,0.89061,5
0.64741,1.4375,1.1421,0.17269,0.003606,0.000176,0.000016,0,0.000001,61.129,7.5531,20.435,21.01,15.037,0.15662,-0.1047,2.4481,9.8561,0.2484,0.9818,0.20117,0.8928,5
0.68417,1.2818,1.1104,0.16568,0.001625,0.000037,0.000002,0,0,60.417,8.8446,21.84,21.164,16.318,0.33795,0.13134,2.2723,8.7443,0.25888,0.98092,0.19708,0.88721,5
0.64302,1.4362,1.1548,0.17213,0.003568,0.000087,0.000009,0,0.000001,72.839,9.0149,19.637,21.529,16.495,0.15176,-0.15322,2.1885,8.2399,0.26676,0.98001,0.18847,0.88444,5
0.68772,1.3019,1.1381,0.16684,0.001851,0.000067,0.000005,0,0,61.586,8.6349,22.686,23.287,16.738,0.18834,-0.018535,2.3732,9.1549,0.28008,0.98044,0.1868,0.88272,5
0.65411,1.3442,1.1702,0.16891,0.002357,0.000069,0.000007,0,0,59.228,6.0273,24.78,24.154,14.329,-0.070094,-0.19341,2.8854,12.192,0.28474,0.98062,0.18053,0.87791,5
0.66238,1.2912,1.1545,0.16715,0.001748,0.000077,0.000006,0,0,66.825,16.489,19.09,20.234,20.47,0.23636,-0.056251,1.1529,3.6662,0.22431,0.98398,0.2049,0.89955,5
0.6722,1.3109,1.1258,0.16809,0.001973,0.000056,0.000004,0,0,68.643,14.141,19.637,20.213,19.775,0.4769,0.1566,1.5347,5.1648,0.24917,0.98146,0.19966,0.89285,5
0.59211,1.3678,1.1513,0.16917,0.002634,0.000038,0.000003,0,0,66.182,6.7537,22.455,22.046,15.177,0.012066,-0.12123,2.7257,11.192,0.27203,0.97937,0.18194,0.88215,5
0.6982,1.3505,1.1335,0.16861,0.00242,0.000067,0.000006,0,0,78.021,15.966,25.081,25.553,22.564,0.11236,-0.13449,1.5051,4.9003,0.35306,0.96981,0.15441,0.85897,5
0.63555,1.3294,1.1272,0.16914,0.0022,0.000074,0.000005,0,0,67.942,7.5586,21.953,20.75,15.68,-0.078371,-0.17172,2.4912,9.7948,0.2514,0.98011,0.18496,0.88707,5
0.6664,1.3294,1.1367,0.16828,0.002177,0.000103,0.000008,0,0,67.484,8.7362,22.276,21.848,17.098,0.16812,-0.000572,2.3057,8.5773,0.28443,0.97853,0.18463,0.88009,5
0.73278,1.1946,1.1043,0.16424,0.000835,0.000099,0.000004,0,0,64.433,9.4708,22.892,22.516,17.684,0.17993,0.058269,2.1682,7.6184,0.298,0.97719,0.17517,0.87507,5
0.71588,1.2673,1.1175,0.16577,0.001486,0.000091,0.000005,0,0,67.94,14.308,20.251,20.359,19.717,0.4564,0.20691,1.5539,5.3962,0.27036,0.97932,0.18994,0.88417,5
0.61995,1.443,1.1611,0.17389,0.003728,0.00015,0.000018,0,0.000001,62.69,2.688,23.182,22,9.3605,-0.081488,-0.16252,4.5325,28.014,0.28693,0.97911,0.18049,0.87554,5
0.597,1.3487,1.1342,0.16878,0.002405,0.000066,0.000006,0,0,59.838,4.7439,26.286,24.47,13.081,0.040606,-0.083764,3.4883,17.019,0.29731,0.97844,0.17222,0.8749,5
0.64857,1.3508,1.1218,0.16926,0.002442,0.000172,0.000011,0,0.000001,62.846,6.7174,21.205,22.277,14.883,0.41624,0.1308,2.7076,11.153,0.2651,0.98143,0.19938,0.88896,5
0.72287,1.2391,1.1475,0.16555,0.001222,0.000124,0.000006,0,0,68.193,11.709,19.247,20.202,19.047,0.6077,0.25439,1.928,6.8277,0.27043,0.98017,0.20119,0.88637,5
0.72768,1.2776,1.1166,0.16659,0.001602,0.000122,0.000007,0,0,70.095,11.853,21.095,20.22,18.769,0.086584,-0.031791,1.823,6.4176,0.25982,0.97867,0.18394,0.88564,5
0.61378,1.6152,1.1726,0.18137,0.006538,0.000155,0.000025,0,0.000002,77.492,15.555,17.65,17.22,20.056,0.29144,0.10118,1.2829,4.2337,0.27285,0.976,0.1948,0.87978,5
0.69233,1.2514,1.0998,0.16504,0.001325,0.000099,0.000001,0,0,64.766,4.5045,18,18.728,11.122,-0.23049,-0.377,3.4375,19.359,0.17128,0.9871,0.21898,0.91804,6
0.63132,1.433,1.1317,0.17203,0.003523,0.000174,0.000006,0,0,75.061,3.1776,17.349,18.104,10.788,-0.31891,-0.45782,5.3999,43.66,0.17081,0.9855,0.24405,0.91896,6
0.65015,1.2042,1.0495,0.16426,0.000911,0.000137,0.000001,0,0,66.807,8.0534,18.899,19.828,15.859,0.21968,0.005796,2.5872,11.232,0.21706,0.98147,0.19594,0.8964,6
0.65671,1.0746,1.0238,0.16324,0.000137,0.000231,0.000001,0,0,74.087,18.104,19.4,19.836,22.332,0.11392,-0.071118,1.313,4.7892,0.21498,0.98023,0.19663,0.90014,6
0.49336,1.2988,1.0812,0.17068,0.001904,0.000271,0.000011,0,0,72.58,21.371,17.523,18.054,21.828,0.70015,0.45704,1.2653,5.9413,0.19737,0.98232,0.20577,0.90956,6
0.54868,1.1707,1.1326,0.16395,0.000656,0.000157,0.000001,0,0,70.982,17.909,19.29,19.684,21.932,-0.008603,-0.18371,1.1866,4.0355,0.20305,0.98215,0.19771,0.90394,6
0.64198,1.353,1.0946,0.16802,0.002431,0.000103,0.000001,0,0,74.572,8.0275,15.239,16.81,14.458,0.12797,-0.088475,2.4735,11.346,0.19203,0.98404,0.21782,0.90771,6
0.63033,1.2269,1.1106,0.16583,0.001119,0.000138,0,0,0,74.943,15.866,16.439,17.566,19.254,0.16061,-0.073761,1.5443,6.7155,0.19288,0.98378,0.21851,0.90962,6
0.62986,1.1094,1.1293,0.16398,0.000288,0.000144,0.000002,0,0,82.073,30.172,16.238,17.987,21.184,0.30713,-0.094643,0.28718,3.041,0.16893,0.98386,0.23939,0.91909,6
0.59772,1.3545,1.1314,0.16852,0.002462,0.00005,0.000001,0,0,72.857,2.0913,16.775,17.818,8.938,0.11811,-0.10825,7.0997,73.366,0.20857,0.9828,0.21067,0.90087,6
0.53273,1.4721,1.1011,0.17322,0.004074,0.000122,0.000003,0,0,72.82,8.3004,16.614,18.355,15.752,0.18436,-0.067095,2.7079,13.405,0.18892,0.98478,0.21158,0.91148,6
0.62076,1.1148,1.1421,0.16513,0.000319,0.000196,0.000004,0,0,81.012,44.041,16.679,17.179,21.783,0.10359,-0.12889,-0.070836,3.4464,0.1723,0.98194,0.25451,0.91752,6
0.49229,1.3624,1.1176,0.17012,0.0026,0.000228,0.000006,0,0,86.558,1.8037,15.61,17.408,8.7963,-0.15036,-0.25109,8.3401,95.264,0.15901,0.9856,0.27717,0.92411,6
0.58827,1.3098,1.1162,0.16849,0.001971,0.000239,0.000004,0,0,79.626,10.992,16.888,19.867,17.61,-0.26297,-0.54602,1.9112,7.5369,0.17835,0.9847,0.22596,0.91579,6
0.57155,1.0755,1.0763,0.16277,0.00014,0.000082,0.000001,0,0,83.99,15.785,17.965,18.569,22.222,0.44038,0.2309,1.8773,7.815,0.24047,0.97158,0.21906,0.89001,6
0.56579,1.1123,1.1586,0.16518,0.000307,0.00034,0.000001,0,0,73.062,0.5703,17.101,17.902,5.5887,0.27075,0.1334,14.849,288.2,0.22586,0.97988,0.19805,0.89144,6
0.61844,1.2164,1.05,0.16401,0.001006,0.000071,0.000001,0,0,78.809,4.0954,16.025,17.667,12.12,0.069359,-0.11898,4.5609,31.926,0.21233,0.97835,0.22589,0.89931,6
0.54329,1.2922,1.101,0.16719,0.001759,0.000122,0.000002,0,0,75.666,12.607,19.861,21.454,20.574,0.035817,-0.17618,1.9388,7.39,0.22548,0.98015,0.18692,0.89554,6
0.58969,1.275,1.1182,0.16649,0.001573,0.000107,0.000002,0,0,80.965,25.888,17.462,19.072,24.186,0.18118,-0.08478,0.83764,4.0435,0.18371,0.98375,0.23431,0.91602,6
0.52031,1.2159,1.1229,0.16578,0.001024,0.000087,0.000003,0,0,76.866,20.899,18.886,18.921,21.831,0.30777,0.1096,1.1706,4.8662,0.24282,0.97522,0.19,0.88613,6
0.60425,1.3013,1.0737,0.16741,0.001857,0.000162,0.000002,0,0,81.066,13.213,15.553,17.805,18.995,0.27249,0.029407,1.7083,6.6133,0.2004,0.98149,0.22502,0.90469,6
0.61986,1.2733,1.1229,0.16643,0.001556,0.000085,0,0,0,69.48,6.4332,15.706,18.84,14.029,0.34049,0.002507,3.3341,19.686,0.19726,0.98438,0.2204,0.9077,6
0.62961,1.2363,1.0865,0.16627,0.001208,0.000218,0.000002,0,0,75.623,5.8191,16.281,17.57,14.619,0.21683,-0.000937,4.3459,29.775,0.19987,0.98331,0.22214,0.90743,6
0.47705,1.2404,1.1176,0.16846,0.001277,0.000402,0.000012,0,0,89.433,17.338,21.032,21.059,23.26,-0.11466,-0.40999,1.4955,5.5229,0.22262,0.97817,0.19467,0.89679,6
